['23:40:52.381]', 3818]

['23:42:53.694]', 3823]

['23:44:54.748]', 3823]

['23:50:57.730]', 3824]

['23:52:58.895]', 3823]

['23:57:00.790]', 3822]

['23:59:01.802]', 3819]

['00:02:03.473]', 3822]

['00:04:04.223]', 3821]

['00:17:11.389]', 3821]

['00:19:12.764]', 3819]

['00:21:13.514]', 3820]

['00:23:14.203]', 3819]

['00:25:15.525]', 3819]

['00:27:16.796]', 3820]

['00:30:18.306]', 3820]

['00:32:19.552]', 3820]

['00:34:20.529]', 3819]

['00:36:21.413]', 3819]

['00:39:23.290]', 3818]

['00:42:24.674]', 3817]

['00:44:25.688]', 3818]

['01:09:40.135]', 3817]

['01:11:41.326]', 3817]

['01:13:42.423]', 3816]

['01:15:43.990]', 3817]

['01:18:45.398]', 3814]

['01:20:46.779]', 3815]

['01:22:47.981]', 3815]

['01:24:48.670]', 3815]

['01:26:50.069]', 3815]

['01:28:51.084]', 3816]

['01:30:52.497]', 3815]

['01:40:58.147]', 3813]

['01:42:59.504]', 3815]

['01:45:00.294]', 3813]

['01:47:01.678]', 3813]

['01:50:03.396]', 3814]

['01:53:04.515]', 3813]

['02:10:15.420]', 3811]

['02:13:16.576]', 3811]

['02:16:17.761]', 3811]

['02:18:18.772]', 3811]

['02:26:23.882]', 3811]

['02:28:25.108]', 3810]

['02:30:26.167]', 3808]

['02:32:27.186]', 3810]

['02:34:28.427]', 3810]

['02:36:29.374]', 3808]

['02:38:30.566]', 3808]

['02:40:31.336]', 3809]

['02:42:32.340]', 3808]

['02:44:33.420]', 3808]

['03:18:51.451]', 3806]

